Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Earnings,CAPE,,
1871.01,4.44,0.26,0.4,12.46,1871.04,5.32,91.6,5.36,91.6,8.25,8.25,NA
1871.02,4.5,0.26,0.4,12.84,1871.13,5.32,90.09,5.2,90.52,8.01,8.05,NA
1871.03,4.61,0.26,0.4,13.03,1871.21,5.33,90.94,5.13,91.81,7.89,7.97,NA
1871.04,4.74,0.26,0.4,12.56,1871.29,5.33,97.05,5.32,98.42,8.19,8.31,NA
1871.05,4.86,0.26,0.4,12.27,1871.38,5.33,101.82,5.45,103.72,8.38,8.54,NA
1871.06,4.82,0.26,0.4,12.08,1871.46,5.34,102.57,5.53,104.96,8.51,8.71,NA
1871.07,4.73,0.26,0.4,12.08,1871.54,5.34,100.66,5.53,103.47,8.51,8.75,NA
1871.08,4.79,0.26,0.4,11.89,1871.63,5.34,103.56,5.62,106.94,8.65,8.93,NA
1871.09,4.84,0.26,0.4,12.18,1871.71,5.35,102.19,5.49,105.99,8.45,8.76,NA
1871.1,4.59,0.26,0.4,12.37,1871.79,5.35,95.42,5.41,99.44,8.32,8.67,NA
1871.11,4.64,0.26,0.4,12.37,1871.88,5.35,96.46,5.41,100.99,8.32,8.71,NA
1871.12,4.74,0.26,0.4,12.65,1871.96,5.36,96.32,5.28,101.3,8.13,8.55,NA
1872.01,4.86,0.26,0.4,12.65,1872.04,5.36,98.76,5.35,104.34,8.18,8.64,NA
1872.02,4.88,0.27,0.41,12.65,1872.13,5.38,99.16,5.42,105.24,8.23,8.73,NA
1872.03,5.04,0.27,0.41,12.84,1872.21,5.4,100.9,5.41,107.56,8.16,8.7,NA
1872.04,5.18,0.27,0.41,13.13,1872.29,5.42,101.44,5.35,108.62,8.03,8.6,NA
1872.05,5.18,0.28,0.41,13.13,1872.38,5.43,101.44,5.42,109.1,8.08,8.69,NA
1872.06,5.13,0.28,0.42,13.03,1872.46,5.45,101.2,5.52,109.34,8.19,8.84,NA
1872.07,5.1,0.28,0.42,12.84,1872.54,5.47,102.1,5.67,110.82,8.36,9.07,NA
1872.08,5.04,0.29,0.42,12.94,1872.63,5.49,100.15,5.7,109.22,8.35,9.1,NA
1872.09,4.95,0.29,0.42,13.03,1872.71,5.51,97.65,5.72,107.01,8.33,9.13,NA
1872.1,4.97,0.29,0.43,12.75,1872.79,5.53,100.24,5.92,110.39,8.57,9.44,NA
1872.11,4.95,0.3,0.43,13.13,1872.88,5.54,96.94,5.81,107.29,8.37,9.27,NA
1872.12,5.07,0.3,0.43,12.94,1872.96,5.56,100.75,5.96,112.06,8.54,9.5,NA
1873.01,5.11,0.3,0.43,12.94,1873.04,5.58,101.55,6.01,113.5,8.59,9.61,NA
1873.02,5.15,0.31,0.44,13.23,1873.13,5.57,100.13,5.93,112.47,8.46,9.5,NA
1873.03,5.11,0.31,0.44,13.23,1873.21,5.56,99.35,5.98,112.16,8.51,9.6,NA
1873.04,5.04,0.31,0.44,13.23,1873.29,5.55,97.99,6.03,111.19,8.55,9.71,NA
1873.05,5.05,0.31,0.44,12.94,1873.38,5.54,100.35,6.21,114.45,8.79,10.03,NA
1873.06,4.98,0.32,0.45,12.56,1873.46,5.53,101.96,6.45,116.9,9.11,10.45,NA
1873.07,4.97,0.32,0.45,12.56,1873.54,5.53,101.76,6.5,117.29,9.16,10.56,NA
1873.08,4.97,0.32,0.45,12.56,1873.63,5.52,101.76,6.55,117.91,9.21,10.68,NA
1873.09,4.59,0.32,0.45,12.56,1873.71,5.51,93.98,6.6,109.54,9.26,10.8,NA
1873.1,4.19,0.33,0.46,12.27,1873.79,5.5,87.78,6.81,102.98,9.53,11.18,NA
1873.11,4.04,0.33,0.46,11.89,1873.88,5.49,87.35,7.08,103.16,9.89,11.68,NA
1873.12,4.42,0.33,0.46,12.18,1873.96,5.48,93.32,6.97,110.9,9.71,11.54,NA
1874.01,4.66,0.33,0.46,12.37,1874.04,5.47,96.88,6.86,115.81,9.56,11.43,NA
1874.02,4.8,0.33,0.46,12.37,1874.13,5.44,99.79,6.86,119.97,9.56,11.5,NA
1874.03,4.73,0.33,0.46,12.37,1874.21,5.4,98.33,6.86,118.91,9.56,11.56,NA
1874.04,4.6,0.33,0.46,12.18,1874.29,5.37,97.12,6.97,118.15,9.71,11.81,NA
1874.05,4.48,0.33,0.46,12.08,1874.38,5.34,95.34,7.02,116.68,9.79,11.98,NA
1874.06,4.46,0.33,0.46,11.8,1874.46,5.3,97.21,7.19,119.71,10.03,12.35,NA
1874.07,4.46,0.33,0.46,11.89,1874.54,5.27,96.43,7.13,119.48,9.95,12.32,NA
1874.08,4.47,0.33,0.46,11.8,1874.63,5.24,97.42,7.19,121.46,10.03,12.5,NA
1874.09,4.54,0.33,0.46,11.8,1874.71,5.2,98.95,7.19,124.11,10.03,12.57,NA
1874.1,4.53,0.33,0.46,11.61,1874.79,5.17,100.35,7.31,126.63,10.19,12.86,NA
1874.11,4.57,0.33,0.46,11.51,1874.88,5.14,102.07,7.37,129.58,10.27,13.04,NA
1874.12,4.54,0.33,0.46,11.51,1874.96,5.1,101.4,7.37,129.51,10.27,13.12,NA
1875.01,4.54,0.33,0.45,11.51,1875.04,5.07,101.4,7.31,130.28,10.09,12.96,NA
1875.02,4.53,0.33,0.44,11.51,1875.13,5.03,101.18,7.26,130.77,9.9,12.8,NA
1875.03,4.59,0.32,0.44,11.51,1875.21,4.99,102.52,7.2,133.28,9.72,12.63,NA
1875.04,4.65,0.32,0.43,11.61,1875.29,4.95,103.01,7.09,134.69,9.45,12.36,NA
1875.05,4.47,0.32,0.42,11.32,1875.38,4.91,101.52,7.21,133.52,9.5,12.49,NA
1875.06,4.38,0.32,0.41,11.13,1875.46,4.87,101.17,7.28,133.87,9.47,12.53,NA
1875.07,4.39,0.31,0.4,11.13,1875.54,4.83,101.4,7.22,134.97,9.28,12.35,NA
1875.08,4.41,0.31,0.39,11.23,1875.63,4.79,101,7.1,135.22,9.01,12.06,NA
1875.09,4.37,0.31,0.39,11.13,1875.71,4.75,100.94,7.1,135.93,8.89,11.98,NA
1875.1,4.3,0.31,0.38,11.13,1875.79,4.71,99.33,7.05,134.55,8.7,11.79,NA
1875.11,4.37,0.3,0.37,11.04,1875.88,4.67,101.81,7.05,138.71,8.58,11.69,NA
1875.12,4.37,0.3,0.36,10.94,1875.96,4.63,102.7,7.05,140.72,8.46,11.59,NA
1876.01,4.46,0.3,0.35,10.85,1876.04,4.59,105.73,7.11,145.69,8.38,11.54,NA
1876.02,4.52,0.3,0.35,10.85,1876.13,4.58,107.16,7.11,148.47,8.22,11.39,NA
1876.03,4.51,0.3,0.34,10.85,1876.21,4.57,106.92,7.11,148.96,8.06,11.23,NA
1876.04,4.34,0.3,0.33,10.75,1876.29,4.56,103.8,7.17,145.44,7.97,11.17,NA
1876.05,4.18,0.3,0.33,10.37,1876.38,4.54,103.64,7.44,146.09,8.1,11.42,NA
1876.06,4.15,0.3,0.32,10.09,1876.46,4.53,105.81,7.65,150.05,8.16,11.57,NA
1876.07,4.1,0.3,0.31,10.09,1876.54,4.52,104.53,7.65,149.14,7.99,11.4,NA
1876.08,3.93,0.3,0.31,10.18,1876.63,4.51,99.26,7.58,142.52,7.75,11.12,NA
1876.09,3.69,0.3,0.3,10.28,1876.71,4.5,92.34,7.51,133.48,7.51,10.85,NA
1876.1,3.67,0.3,0.29,10.47,1876.79,4.49,90.17,7.37,131.23,7.21,10.49,NA
1876.11,3.6,0.3,0.29,10.56,1876.88,4.47,87.65,7.3,128.45,6.98,10.23,NA
1876.12,3.58,0.3,0.28,10.75,1876.96,4.46,85.62,7.17,126.35,6.7,9.88,NA
1877.01,3.55,0.29,0.28,10.94,1877.04,4.45,83.43,6.83,123.96,6.62,9.84,NA
1877.02,3.34,0.28,0.28,10.66,1877.13,4.44,80.59,6.8,120.59,6.84,10.23,NA
1877.03,3.17,0.27,0.29,10.18,1877.21,4.43,80.07,6.88,120.66,7.2,10.85,NA
1877.04,2.94,0.26,0.29,10.47,1877.29,4.42,72.23,6.47,109.66,7.04,10.69,NA
1877.05,2.94,0.25,0.29,10.66,1877.38,4.41,70.94,6.13,108.48,6.96,10.64,NA
1877.06,2.73,0.25,0.29,10.09,1877.46,4.4,69.6,6.25,107.23,7.39,11.39,NA
1877.07,2.85,0.24,0.29,10.18,1877.54,4.4,71.98,5.96,111.66,7.37,11.43,NA
1877.08,3.05,0.23,0.29,9.8,1877.63,4.39,80.03,5.95,124.91,7.7,12.01,NA
1877.09,3.24,0.22,0.3,9.7,1877.71,4.38,85.85,5.76,134.74,7.82,12.27,NA
1877.1,3.31,0.21,0.3,9.7,1877.79,4.37,87.7,5.52,138.37,7.86,12.4,NA
1877.11,3.26,0.2,0.3,9.51,1877.88,4.36,88.1,5.38,139.72,8.06,12.78,NA
1877.12,3.25,0.19,0.3,9.51,1877.96,4.35,87.83,5.13,139.97,8.11,12.92,NA
1878.01,3.25,0.19,0.3,9.23,1878.04,4.34,90.55,5.27,145,8.38,13.42,NA
1878.02,3.18,0.19,0.3,9.13,1878.13,4.33,89.52,5.3,144.06,8.49,13.67,NA
1878.03,3.24,0.19,0.3,8.94,1878.21,4.32,93.15,5.39,150.62,8.7,14.06,NA
1878.04,3.33,0.19,0.3,8.85,1878.29,4.31,96.77,5.43,157.2,8.81,14.32,NA
1878.05,3.34,0.19,0.3,8.56,1878.38,4.3,100.3,5.58,163.68,9.13,14.91,NA
1878.06,3.41,0.19,0.31,8.37,1878.46,4.29,104.72,5.68,171.69,9.37,15.36,NA
1878.07,3.48,0.18,0.31,8.47,1878.54,4.28,105.67,5.59,174.01,9.29,15.29,NA
1878.08,3.45,0.18,0.31,8.56,1878.63,4.27,103.6,5.5,171.34,9.21,15.23,NA
1878.09,3.52,0.18,0.31,8.56,1878.71,4.26,105.7,5.48,175.58,9.23,15.34,NA
1878.1,3.48,0.18,0.31,8.47,1878.79,4.25,105.67,5.52,176.3,9.36,15.62,NA
1878.11,3.47,0.18,0.31,8.37,1878.88,4.24,106.57,5.55,178.56,9.5,15.91,NA
1878.12,3.45,0.18,0.31,8.18,1878.96,4.23,108.42,5.66,182.45,9.74,16.39,NA
1879.01,3.58,0.18,0.32,8.28,1879.04,4.22,111.21,5.64,187.94,9.81,16.58,NA
1879.02,3.71,0.18,0.32,8.37,1879.13,4.2,113.94,5.63,193.34,9.88,16.76,NA
1879.03,3.65,0.19,0.33,8.28,1879.21,4.19,113.38,5.75,193.21,10.17,17.34,NA
1879.04,3.77,0.19,0.33,8.18,1879.29,4.17,118.47,5.87,202.72,10.47,17.92,NA
1879.05,3.94,0.19,0.34,8.18,1879.38,4.15,123.82,5.92,212.7,10.66,18.31,NA
1879.06,3.96,0.19,0.35,8.09,1879.46,4.14,125.91,6.04,217.16,10.97,18.92,NA
1879.07,4.04,0.19,0.35,8.18,1879.54,4.12,126.96,6.02,219.84,11.02,19.09,NA
1879.08,4.07,0.19,0.36,8.18,1879.63,4.1,127.9,6.07,222.35,11.21,19.49,NA
1879.09,4.22,0.2,0.36,8.47,1879.71,4.09,128.15,5.92,223.63,11.01,19.21,NA
1879.1,4.68,0.2,0.37,8.94,1879.79,4.07,134.55,5.66,235.64,10.59,18.54,NA
1879.11,4.93,0.2,0.37,9.42,1879.88,4.05,134.58,5.41,236.48,10.22,17.95,NA
1879.12,4.92,0.2,0.38,9.7,1879.96,4.04,130.36,5.3,229.84,10.07,17.75,NA
1880.01,5.11,0.21,0.39,9.99,1880.04,4.02,131.53,5.28,232.66,10.02,17.72,NA
1880.02,5.2,0.21,0.4,9.99,1880.13,3.99,133.84,5.41,237.56,10.25,18.2,NA
1880.03,5.3,0.22,0.41,10.09,1880.21,3.97,135.13,5.48,240.66,10.39,18.5,NA
1880.04,5.18,0.22,0.42,9.7,1880.29,3.94,137.25,5.83,245.3,11.04,19.73,NA
1880.05,4.77,0.23,0.43,9.42,1880.38,3.91,130.22,6.14,233.64,11.62,20.86,NA
1880.06,4.79,0.23,0.44,9.23,1880.46,3.89,133.46,6.41,240.42,12.12,21.83,NA
1880.07,5.01,0.24,0.44,9.23,1880.54,3.86,139.59,6.55,252.44,12.38,22.38,NA
1880.08,5.19,0.24,0.45,9.23,1880.63,3.83,144.6,6.69,262.52,12.63,22.93,NA
1880.09,5.18,0.25,0.46,9.32,1880.71,3.81,142.85,6.76,260.36,12.75,23.25,NA
1880.1,5.33,0.25,0.47,9.32,1880.79,3.78,146.99,6.89,268.95,13.01,23.8,NA
1880.11,5.61,0.26,0.48,9.42,1880.88,3.75,153.15,6.96,281.28,13.13,24.11,NA
1880.12,5.84,0.26,0.49,9.51,1880.96,3.73,157.83,7.03,290.96,13.24,24.41,NA
1881.01,6.19,0.27,0.49,9.42,1881.04,3.7,168.98,7.23,312.62,13.26,24.53,18.47
1881.02,6.17,0.27,0.48,9.51,1881.12,3.69,166.75,7.3,309.62,13.02,24.17,18.15
1881.03,6.24,0.28,0.48,9.51,1881.21,3.69,168.64,7.43,314.28,12.9,24.05,18.27
1881.04,6.22,0.28,0.47,9.61,1881.29,3.68,166.44,7.49,311.34,12.66,23.69,17.95
1881.05,6.5,0.29,0.47,9.51,1881.37,3.67,175.67,7.7,329.81,12.68,23.81,18.87
1881.06,6.58,0.29,0.47,9.51,1881.46,3.67,177.83,7.84,335.09,12.57,23.68,19.03
1881.07,6.35,0.3,0.46,9.61,1881.54,3.66,169.92,7.89,321.42,12.33,23.32,18.12
1881.08,6.2,0.3,0.46,9.8,1881.62,3.65,162.68,7.87,308.97,11.98,22.76,17.29
1881.09,6.25,0.31,0.45,10.18,1881.71,3.65,157.86,7.7,301.04,11.43,21.8,16.72
1881.1,6.15,0.31,0.45,10.28,1881.79,3.64,153.9,7.76,294.71,11.22,21.48,16.26
1881.11,6.19,0.32,0.44,10.18,1881.87,3.63,156.35,7.96,300.67,11.22,21.58,16.48
1881.12,6.01,0.32,0.44,10.18,1881.96,3.63,151.8,8.08,293.22,11.11,21.47,15.96
1882.01,5.92,0.32,0.44,10.18,1882.04,3.62,149.53,8.08,290.13,11.09,21.52,15.68
1882.02,5.79,0.32,0.44,10.28,1882.12,3.62,144.89,8.01,282.43,10.97,21.38,15.15
1882.03,5.78,0.32,0.44,10.28,1882.21,3.62,144.64,8.01,283.24,10.95,21.44,15.09
1882.04,5.78,0.32,0.44,10.37,1882.29,3.62,143.31,7.93,281.94,10.83,21.3,14.92
1882.05,5.71,0.32,0.44,10.47,1882.37,3.62,140.29,7.86,277.28,10.71,21.16,14.57
1882.06,5.68,0.32,0.44,10.56,1882.46,3.62,138.29,7.79,274.62,10.59,21.03,14.33
1882.07,6,0.32,0.43,10.47,1882.54,3.63,147.41,7.86,294.03,10.67,21.28,15.24
1882.08,6.18,0.32,0.43,10.56,1882.62,3.63,150.47,7.79,301.42,10.55,21.13,15.53
1882.09,6.24,0.32,0.43,10.28,1882.71,3.63,156.15,8.01,314.14,10.82,21.77,16.08
1882.1,6.07,0.32,0.43,10.18,1882.79,3.63,153.31,8.08,309.79,10.9,22.03,15.76
1882.11,5.81,0.32,0.43,10.09,1882.87,3.63,148.13,8.16,300.69,10.98,22.3,15.19
1882.12,5.84,0.32,0.43,9.99,1882.96,3.63,150.31,8.24,306.51,11.07,22.57,15.38
1883.01,5.81,0.32,0.43,9.99,1883.04,3.63,149.54,8.26,306.34,11,22.54,15.27
1883.02,5.68,0.32,0.43,10.09,1883.12,3.63,144.82,8.2,298.06,10.84,22.3,14.76
1883.03,5.75,0.32,0.42,9.99,1883.21,3.63,148,8.3,306.03,10.87,22.49,15.05
1883.04,5.87,0.32,0.42,9.9,1883.29,3.63,152.54,8.4,316.87,10.91,22.67,15.48
1883.05,5.77,0.32,0.42,9.8,1883.37,3.63,151.4,8.51,315.97,10.95,22.86,15.34
1883.06,5.82,0.33,0.42,9.51,1883.46,3.63,157.29,8.78,329.8,11.22,23.52,15.9
1883.07,5.73,0.33,0.41,9.32,1883.54,3.63,158.02,8.98,332.9,11.38,23.97,15.95
1883.08,5.47,0.33,0.41,9.32,1883.62,3.62,150.85,9.01,319.37,11.31,23.94,15.2
1883.09,5.53,0.33,0.41,9.23,1883.71,3.62,154.08,9.12,327.81,11.35,24.16,15.49
1883.1,5.38,0.33,0.41,9.23,1883.79,3.62,149.9,9.15,320.54,11.28,24.13,15.05
1883.11,5.46,0.33,0.4,9.13,1883.87,3.62,153.71,9.27,330.35,11.33,24.35,15.41
1883.12,5.34,0.33,0.4,9.23,1883.96,3.62,148.78,9.19,321.41,11.14,24.08,14.9
1884.01,5.18,0.33,0.39,9.23,1884.04,3.62,144.32,9.15,313.42,10.94,23.75,14.43
1884.02,5.32,0.33,0.39,9.23,1884.12,3.61,148.22,9.1,323.54,10.73,23.41,14.81
1884.03,5.3,0.33,0.38,9.23,1884.21,3.6,147.67,9.06,323.97,10.52,23.08,14.74
1884.04,5.06,0.32,0.37,9.04,1884.29,3.6,143.95,9.2,317.49,10.53,23.22,14.35
1884.05,4.65,0.32,0.36,8.85,1884.37,3.59,135.13,9.35,299.76,10.53,23.37,13.47
1884.06,4.46,0.32,0.36,8.85,1884.46,3.58,129.61,9.3,289.23,10.32,23.02,12.91
1884.07,4.46,0.32,0.35,8.75,1884.54,3.57,131.02,9.35,294.11,10.21,22.92,13.04
1884.08,4.74,0.32,0.34,8.75,1884.62,3.56,139.24,9.3,314.32,9.99,22.55,13.86
1884.09,4.59,0.32,0.33,8.66,1884.71,3.55,136.32,9.36,309.48,9.87,22.42,13.57
1884.1,4.44,0.31,0.33,8.56,1884.79,3.55,133.33,9.41,304.47,9.76,22.29,13.27
1884.11,4.35,0.31,0.32,8.37,1884.87,3.54,133.59,9.57,306.9,9.75,22.4,13.3
1884.12,4.34,0.31,0.31,8.28,1884.96,3.53,134.82,9.63,311.56,9.63,22.25,13.43
1885.01,4.24,0.3,0.31,8.28,1885.04,3.52,131.71,9.45,306.2,9.53,22.15,13.13
1885.02,4.37,0.3,0.3,8.37,1885.12,3.51,134.21,9.16,313.77,9.31,21.78,13.38
1885.03,4.38,0.29,0.3,8.18,1885.21,3.5,137.64,9.19,323.6,9.43,22.16,13.73
1885.04,4.37,0.29,0.3,8.28,1885.29,3.48,135.75,8.91,320.89,9.22,21.79,13.55
1885.05,4.32,0.28,0.29,8.09,1885.37,3.47,137.35,8.93,326.44,9.33,22.16,13.71
1885.06,4.3,0.28,0.29,7.9,1885.46,3.46,140.01,8.95,334.53,9.44,22.56,13.98
1885.07,4.46,0.27,0.29,7.99,1885.54,3.45,143.49,8.66,344.58,9.22,22.15,14.33
1885.08,4.71,0.26,0.28,7.99,1885.62,3.43,151.54,8.47,365.59,9.11,21.99,15.13
1885.09,4.65,0.26,0.28,7.9,1885.71,3.42,151.41,8.38,366.96,9.12,22.1,15.12
1885.1,4.92,0.25,0.28,7.9,1885.79,3.41,160.2,8.2,389.93,9.01,21.93,15.99
1885.11,5.24,0.25,0.27,7.99,1885.87,3.4,168.59,7.91,411.95,8.79,21.49,16.82
1885.12,5.2,0.24,0.27,8.18,1885.96,3.38,163.41,7.54,400.83,8.48,20.81,16.3
1886.01,5.2,0.24,0.28,7.99,1886.04,3.37,167.3,7.67,411.94,8.85,21.79,16.69
1886.02,5.3,0.24,0.28,7.99,1886.12,3.38,170.52,7.62,421.43,9.01,22.26,17.01
1886.03,5.19,0.24,0.29,7.9,1886.21,3.4,168.99,7.65,419.23,9.28,23.02,16.84
1886.04,5.12,0.23,0.29,7.8,1886.29,3.41,168.75,7.69,420.21,9.56,23.8,16.8
1886.05,5.02,0.23,0.3,7.61,1886.37,3.42,169.59,7.83,423.92,9.97,24.91,16.86
1886.06,5.25,0.23,0.3,7.52,1886.46,3.43,179.6,7.87,450.6,10.26,25.75,17.83
1886.07,5.33,0.23,0.31,7.61,1886.54,3.45,180.06,7.71,453.36,10.3,25.94,17.85
1886.08,5.37,0.23,0.31,7.71,1886.62,3.46,179.17,7.56,452.71,10.34,26.13,17.72
1886.09,5.51,0.23,0.32,7.71,1886.71,3.47,183.84,7.51,466.09,10.51,26.65,18.15
1886.1,5.65,0.22,0.32,7.71,1886.79,3.48,188.51,7.45,479.51,10.68,27.16,18.56
1886.11,5.79,0.22,0.33,7.71,1886.87,3.5,193.18,7.4,492.96,10.84,27.67,18.97
1886.12,5.64,0.22,0.33,7.8,1886.96,3.51,185.88,7.25,475.87,10.88,27.84,18.19
1887.01,5.58,0.22,0.33,7.99,1887.04,3.52,179.53,7.16,461.13,10.7,27.48,17.51
1887.02,5.54,0.23,0.34,8.09,1887.12,3.53,176.14,7.15,453.97,10.65,27.45,17.13
1887.03,5.67,0.23,0.34,8.09,1887.21,3.55,180.28,7.23,466.17,10.73,27.75,17.47
1887.04,5.8,0.23,0.34,8.09,1887.29,3.56,184.41,7.31,478.44,10.81,28.05,17.82
1887.05,5.9,0.23,0.34,8.09,1887.37,3.57,187.59,7.39,488.29,10.89,28.35,18.08
1887.06,5.73,0.24,0.35,7.99,1887.46,3.58,184.35,7.56,481.5,11.1,28.99,17.71
1887.07,5.59,0.24,0.35,7.9,1887.54,3.6,182.02,7.73,477.08,11.32,29.66,17.43
1887.08,5.45,0.24,0.35,7.99,1887.62,3.61,175.35,7.72,461.28,11.26,29.62,16.74
1887.09,5.38,0.24,0.35,7.9,1887.71,3.62,175.18,7.9,462.57,11.48,30.31,16.68
1887.1,5.2,0.25,0.36,7.99,1887.79,3.63,167.3,7.88,443.51,11.42,30.28,15.88
1887.11,5.3,0.25,0.36,8.09,1887.87,3.65,168.51,7.87,448.46,11.37,30.25,15.95
1887.12,5.27,0.25,0.36,8.28,1887.96,3.66,163.71,7.77,437.39,11.18,29.88,15.46
1888.01,5.31,0.25,0.35,8.37,1888.04,3.67,163.08,7.63,437.4,10.8,28.97,15.36
1888.02,5.28,0.25,0.34,8.28,1888.12,3.65,164.02,7.66,441.64,10.66,28.72,15.42
1888.03,5.08,0.25,0.34,8.28,1888.21,3.63,157.81,7.61,426.62,10.41,28.13,14.81
1888.04,5.1,0.24,0.33,8.18,1888.29,3.62,160.27,7.65,435,10.27,27.87,15.02
1888.05,5.17,0.24,0.32,8.09,1888.37,3.6,164.38,7.68,447.9,10.12,27.58,15.39
1888.06,5.01,0.24,0.31,7.99,1888.46,3.58,161.19,7.72,440.96,9.97,27.28,15.08
1888.07,5.14,0.24,0.3,8.09,1888.54,3.56,163.43,7.58,448.81,9.59,26.34,15.28
1888.08,5.25,0.24,0.29,8.09,1888.62,3.54,166.92,7.53,460.13,9.33,25.71,15.6
1888.09,5.38,0.24,0.29,8.09,1888.71,3.52,171.06,7.47,473.24,9.06,25.07,15.99
1888.1,5.35,0.23,0.28,8.18,1888.79,3.51,168.13,7.33,466.82,8.7,24.14,15.72
1888.11,5.24,0.23,0.27,8.28,1888.87,3.49,162.78,7.2,453.63,8.33,23.23,15.22
1888.12,5.14,0.23,0.26,8.28,1888.96,3.47,159.67,7.14,446.64,8.08,22.59,14.95
1889.01,5.24,0.23,0.26,7.99,1889.04,3.45,168.59,7.37,473.31,8.47,23.78,15.8
1889.02,5.3,0.23,0.27,7.9,1889.12,3.45,172.57,7.43,486.23,8.68,24.47,16.19
1889.03,5.19,0.23,0.27,7.8,1889.21,3.45,171.05,7.5,483.71,8.9,25.16,16.07
1889.04,5.18,0.23,0.27,7.8,1889.29,3.44,170.72,7.47,484.54,9.01,25.56,16.05
1889.05,5.32,0.23,0.28,7.61,1889.37,3.44,179.72,7.63,511.88,9.35,26.62,16.92
1889.06,5.41,0.23,0.28,7.61,1889.46,3.44,182.76,7.6,522.34,9.46,27.03,17.22
1889.07,5.3,0.22,0.28,7.61,1889.54,3.44,179.05,7.57,513.52,9.57,27.45,16.89
1889.08,5.37,0.22,0.29,7.61,1889.62,3.43,181.41,7.54,522.11,9.69,27.87,17.13
1889.09,5.5,0.22,0.29,7.71,1889.71,3.43,183.51,7.42,529.93,9.68,27.94,17.35
1889.1,5.4,0.22,0.29,7.71,1889.79,3.43,180.17,7.4,522.07,9.79,28.36,17.05
1889.11,5.35,0.22,0.3,7.71,1889.87,3.43,178.5,7.37,519.02,9.9,28.78,16.91
1889.12,5.32,0.22,0.3,7.8,1889.96,3.42,175.34,7.25,511.57,9.89,28.85,16.61
1890.01,5.38,0.22,0.3,7.61,1890.04,3.42,181.75,7.43,532.08,10.11,29.59,17.22
1890.02,5.32,0.22,0.3,7.61,1890.12,3.44,179.72,7.43,527.96,10.08,29.6,17.03
1890.03,5.28,0.22,0.3,7.61,1890.21,3.45,178.37,7.43,525.81,10.05,29.63,16.9
1890.04,5.39,0.22,0.3,7.61,1890.29,3.47,182.09,7.43,538.59,10.02,29.65,17.26
1890.05,5.62,0.22,0.3,7.71,1890.37,3.49,187.51,7.34,556.45,9.87,29.29,17.79
1890.06,5.58,0.22,0.3,7.71,1890.46,3.5,186.18,7.34,554.3,9.84,29.3,17.68
1890.07,5.54,0.22,0.29,7.71,1890.54,3.52,184.84,7.34,552.15,9.82,29.32,17.59
1890.08,5.41,0.22,0.29,7.99,1890.62,3.54,174.06,7.08,521.7,9.44,28.28,16.6
1890.09,5.32,0.22,0.29,8.09,1890.71,3.55,169.15,6.99,508.73,9.3,27.97,16.17
1890.1,5.08,0.22,0.29,8.09,1890.79,3.57,161.52,6.99,487.53,9.27,27.99,15.48
1890.11,4.71,0.22,0.29,7.9,1890.87,3.59,153.36,7.16,464.72,9.47,28.69,14.75
1890.12,4.6,0.22,0.29,7.9,1890.96,3.6,149.78,7.16,455.67,9.44,28.73,14.44
1891.01,4.84,0.22,0.29,7.8,1891.04,3.62,159.52,7.25,487.13,9.7,29.61,15.43
1891.02,4.9,0.22,0.3,7.9,1891.12,3.62,159.55,7.16,489.05,9.71,29.77,15.48
1891.03,4.81,0.22,0.3,7.99,1891.21,3.62,154.76,7.08,476.16,9.73,29.95,15.05
1891.04,4.97,0.22,0.31,8.09,1891.29,3.62,158.02,6.99,488.01,9.75,30.12,15.41
1891.05,4.95,0.22,0.31,7.99,1891.37,3.61,159.26,7.08,493.65,10,31,15.57
1891.06,4.85,0.22,0.32,7.8,1891.46,3.61,159.85,7.25,497.35,10.38,32.3,15.66
1891.07,4.77,0.22,0.32,7.71,1891.54,3.61,159.15,7.34,497.09,10.65,33.26,15.62
1891.08,4.93,0.22,0.32,7.71,1891.62,3.61,164.49,7.34,515.67,10.79,33.82,16.16
1891.09,5.33,0.22,0.33,7.61,1891.71,3.61,180.06,7.43,566.42,11.06,34.8,17.71
1891.1,5.33,0.22,0.33,7.61,1891.79,3.61,180.06,7.43,568.37,11.21,35.37,17.72
1891.11,5.25,0.22,0.34,7.52,1891.87,3.6,179.6,7.53,568.91,11.49,36.39,17.67
1891.12,5.41,0.22,0.34,7.52,1891.96,3.6,185.08,7.53,588.23,11.63,36.97,18.21
1892.01,5.51,0.22,0.34,7.33,1892.04,3.6,193.39,7.78,616.73,12.02,38.34,19.02
1892.02,5.52,0.22,0.35,7.33,1892.12,3.61,193.74,7.84,619.93,12.11,38.75,19.04
1892.03,5.58,0.23,0.35,7.14,1892.21,3.63,201.07,8.11,645.54,12.52,40.2,19.74
1892.04,5.57,0.23,0.35,7.04,1892.29,3.64,203.42,8.28,655.31,12.78,41.18,19.94
1892.05,5.57,0.23,0.35,7.04,1892.37,3.65,203.42,8.34,657.54,12.87,41.61,19.91
1892.06,5.54,0.23,0.36,7.04,1892.46,3.66,202.33,8.4,656.27,12.97,42.05,19.77
1892.07,5.54,0.23,0.36,7.23,1892.54,3.68,197,8.24,641.22,12.71,41.38,19.21
1892.08,5.62,0.23,0.36,7.33,1892.62,3.69,197.25,8.19,644.25,12.64,41.27,19.2
